Date,FIPSCode,Month In Effect,Date In Effect,Mask Use Perc
07/03/2020,48113,4,07/2020,0.898
07/03/2020,48115,4,07/2020,0.874
07/03/2020,48117,4,07/2020,0.778
07/03/2020,48119,4,07/2020,0.792
07/03/2020,48121,4,07/2020,0.913
07/03/2020,48123,4,07/2020,0.888
07/03/2020,48125,4,07/2020,0.786
07/03/2020,48127,4,07/2020,0.823
07/03/2020,48129,4,07/2020,0.649
07/03/2020,48131,4,07/2020,0.744
07/03/2020,48133,4,07/2020,0.752
07/03/2020,48135,4,07/2020,0.792
07/03/2020,48137,4,07/2020,0.792
07/03/2020,48139,4,07/2020,0.912
07/03/2020,48141,4,07/2020,0.952
07/03/2020,48143,4,07/2020,0.811
07/03/2020,48145,4,07/2020,0.902
07/03/2020,48147,4,07/2020,0.626
07/03/2020,48149,4,07/2020,0.685
07/03/2020,48151,4,07/2020,0.696
07/03/2020,48153,4,07/2020,0.845
07/03/2020,48155,4,07/2020,0.624
07/03/2020,48157,4,07/2020,0.889
07/03/2020,48159,4,07/2020,0.801
07/03/2020,48161,4,07/2020,0.769
07/03/2020,48163,4,07/2020,0.818
07/03/2020,48165,4,07/2020,0.812
07/03/2020,48167,4,07/2020,0.824
07/03/2020,48169,4,07/2020,0.819
07/03/2020,48171,4,07/2020,0.706
07/03/2020,48173,4,07/2020,0.82
07/03/2020,48175,4,07/2020,0.814
07/03/2020,48177,4,07/2020,0.906
07/03/2020,48179,4,07/2020,0.658
07/03/2020,48181,4,07/2020,0.777
07/03/2020,48183,4,07/2020,0.809
07/03/2020,48185,4,07/2020,0.888
07/03/2020,48187,4,07/2020,0.919
07/03/2020,48189,4,07/2020,0.848
07/03/2020,48191,4,07/2020,0.567
07/03/2020,48193,4,07/2020,0.76
07/03/2020,48195,4,07/2020,0.662
07/03/2020,48197,4,07/2020,0.604
07/03/2020,48199,4,07/2020,0.823
07/03/2020,48201,4,07/2020,0.888
07/03/2020,48203,4,07/2020,0.789
07/03/2020,48205,4,07/2020,0.714
07/03/2020,48207,4,07/2020,0.648
07/03/2020,48209,4,07/2020,0.97
07/03/2020,48211,4,07/2020,0.547
07/03/2020,48213,4,07/2020,0.757
07/03/2020,48215,4,07/2020,0.91
07/03/2020,48217,4,07/2020,0.841
07/03/2020,48219,4,07/2020,0.837
07/03/2020,48221,4,07/2020,0.734
07/03/2020,48223,4,07/2020,0.857
07/03/2020,48225,4,07/2020,0.624
07/03/2020,48227,4,07/2020,0.814
07/03/2020,48229,4,07/2020,0.909
07/03/2020,48231,4,07/2020,0.777
07/03/2020,48233,4,07/2020,0.696
07/03/2020,48235,4,07/2020,0.886
07/03/2020,48237,4,07/2020,0.962
07/03/2020,48239,4,07/2020,0.771
07/03/2020,48241,4,07/2020,0.837
07/03/2020,48243,4,07/2020,0.949
07/03/2020,48245,4,07/2020,0.779
07/03/2020,48247,4,07/2020,0.847
07/03/2020,48249,4,07/2020,0.799
07/03/2020,48251,4,07/2020,0.841
07/03/2020,48253,4,07/2020,0.736
07/03/2020,48255,4,07/2020,0.895
07/03/2020,48257,4,07/2020,0.837
07/03/2020,48259,4,07/2020,0.863
07/03/2020,48261,4,07/2020,0.87
07/03/2020,48263,4,07/2020,0.591
07/03/2020,48265,4,07/2020,0.626
07/03/2020,48267,4,07/2020,0.673
07/03/2020,48269,4,07/2020,0.651
07/03/2020,48271,4,07/2020,0.817
07/03/2020,48273,4,07/2020,0.847
07/03/2020,48275,4,07/2020,0.647
07/03/2020,48277,4,07/2020,0.716
07/03/2020,48279,4,07/2020,0.852
07/03/2020,48281,4,07/2020,0.881
07/03/2020,48283,4,07/2020,0.764
07/03/2020,48285,4,07/2020,0.85
07/03/2020,48287,4,07/2020,0.695
07/03/2020,48289,4,07/2020,0.723
07/03/2020,48291,4,07/2020,0.832
07/03/2020,48293,4,07/2020,0.849
07/03/2020,48295,4,07/2020,0.61
07/03/2020,48297,4,07/2020,0.911
07/03/2020,48299,4,07/2020,0.829
07/03/2020,48301,4,07/2020,0.764
07/03/2020,48303,4,07/2020,0.842
07/03/2020,48305,4,07/2020,0.846
07/03/2020,48307,4,07/2020,0.826
07/03/2020,48309,4,07/2020,0.882
07/03/2020,48311,4,07/2020,0.745
07/03/2020,48313,4,07/2020,0.806
07/03/2020,48315,4,07/2020,0.739
07/03/2020,48317,4,07/2020,0.826
07/03/2020,48319,4,07/2020,0.703
07/03/2020,48321,4,07/2020,0.831
07/03/2020,48323,4,07/2020,0.775
07/03/2020,48325,4,07/2020,0.908
07/03/2020,48327,4,07/2020,0.851
07/03/2020,48329,4,07/2020,0.807
07/03/2020,48331,4,07/2020,0.907
07/03/2020,48333,4,07/2020,0.779
07/03/2020,48335,4,07/2020,0.615
07/03/2020,48337,4,07/2020,0.749
07/03/2020,48339,4,07/2020,0.835
07/03/2020,48341,4,07/2020,0.711
07/03/2020,48343,4,07/2020,0.636
07/03/2020,48345,4,07/2020,0.797
07/03/2020,48347,4,07/2020,0.749
07/03/2020,48349,4,07/2020,0.856
07/03/2020,48351,4,07/2020,0.783
07/03/2020,48353,4,07/2020,0.731
07/03/2020,48355,4,07/2020,0.914
07/03/2020,48357,4,07/2020,0.64
07/03/2020,48359,4,07/2020,0.742
07/03/2020,48361,4,07/2020,0.775
07/03/2020,48363,4,07/2020,0.921
07/03/2020,48365,4,07/2020,0.729
07/03/2020,48367,4,07/2020,0.877
07/03/2020,48369,4,07/2020,0.798
07/03/2020,48371,4,07/2020,0.748
07/03/2020,48373,4,07/2020,0.833
07/03/2020,48375,4,07/2020,0.757
07/03/2020,48377,4,07/2020,0.963
07/03/2020,48379,4,07/2020,0.757
07/03/2020,48381,4,07/2020,0.765
07/03/2020,48383,4,07/2020,0.817
07/03/2020,48385,4,07/2020,0.741
07/03/2020,48387,4,07/2020,0.706
07/03/2020,48389,4,07/2020,0.804
07/03/2020,48391,4,07/2020,0.751
07/03/2020,48393,4,07/2020,0.632
07/03/2020,48395,4,07/2020,0.889
07/03/2020,48397,4,07/2020,0.825
07/03/2020,48399,4,07/2020,0.824
07/03/2020,48401,4,07/2020,0.822
07/03/2020,48403,4,07/2020,0.746
07/03/2020,48405,4,07/2020,0.802
07/03/2020,48407,4,07/2020,0.845
07/03/2020,48409,4,07/2020,0.912
07/03/2020,48411,4,07/2020,0.774
07/03/2020,48413,4,07/2020,0.915
07/03/2020,48415,4,07/2020,0.553
07/03/2020,48417,4,07/2020,0.701
07/03/2020,48419,4,07/2020,0.822
07/03/2020,48421,4,07/2020,0.673
07/03/2020,48423,4,07/2020,0.697
07/03/2020,48425,4,07/2020,0.678
07/03/2020,48427,4,07/2020,0.931
07/03/2020,48429,4,07/2020,0.572
07/03/2020,48431,4,07/2020,0.824
07/03/2020,48433,4,07/2020,0.673
07/03/2020,48435,4,07/2020,0.868
07/03/2020,48437,4,07/2020,0.787
07/03/2020,48439,4,07/2020,0.866
07/03/2020,48441,4,07/2020,0.766
07/03/2020,48443,4,07/2020,0.751
07/03/2020,48445,4,07/2020,0.839
07/03/2020,48447,4,07/2020,0.619
07/03/2020,48449,4,07/2020,0.673
07/03/2020,48451,4,07/2020,0.884
07/03/2020,48453,4,07/2020,0.953
07/03/2020,48455,4,07/2020,0.806
07/03/2020,48457,4,07/2020,0.858
07/03/2020,48459,4,07/2020,0.769
07/03/2020,48461,4,07/2020,0.777
07/03/2020,48463,4,07/2020,0.828
07/03/2020,48465,4,07/2020,0.856
07/03/2020,48467,4,07/2020,0.568
07/03/2020,48469,4,07/2020,0.815
07/03/2020,48471,4,07/2020,0.834
07/03/2020,48473,4,07/2020,0.854
07/03/2020,48475,4,07/2020,0.774
07/03/2020,48477,4,07/2020,0.862
07/03/2020,48479,4,07/2020,0.903
07/03/2020,48481,4,07/2020,0.841
07/03/2020,48483,4,07/2020,0.472
07/03/2020,48485,4,07/2020,0.784
07/03/2020,48487,4,07/2020,0.703
07/03/2020,48489,4,07/2020,0.884
07/03/2020,48491,4,07/2020,0.885
07/03/2020,48493,4,07/2020,0.924
07/03/2020,48495,4,07/2020,0.777
07/03/2020,48497,4,07/2020,0.819
07/03/2020,48499,4,07/2020,0.809
07/03/2020,48501,4,07/2020,0.815
07/03/2020,48503,4,07/2020,0.789
07/03/2020,48505,4,07/2020,0.917
07/03/2020,48507,4,07/2020,0.773
,49001,8,,0.603
,49003,8,,0.689
,49005,8,,0.721
,49007,8,,0.646
,49009,8,,0.511
,49011,8,,0.832
,49013,8,,0.657
,49015,8,,0.663
,49017,8,,0.65
,49019,8,,0.734
,49021,8,,0.679
,49023,8,,0.562
,49025,8,,0.672
,49027,8,,0.457
,49029,8,,0.7
,49031,8,,0.576
,49033,8,,0.748
,49035,8,,0.846
,49037,8,,0.854
,49039,8,,0.746
,49041,8,,0.582
,49043,8,,0.828
,49045,8,,0.744
,49047,8,,0.564
,49049,8,,0.702
,49051,8,,0.842
,49053,8,,0.787
,49055,8,,0.689
,49057,8,,0.773
08/01/2020,50001,5,08/2020,0.841
08/01/2020,50003,5,08/2020,0.854
08/01/2020,50005,5,08/2020,0.724
08/01/2020,50007,5,08/2020,0.833
08/01/2020,50009,5,08/2020,0.789
08/01/2020,50011,5,08/2020,0.844
08/01/2020,50013,5,08/2020,0.842
08/01/2020,50015,5,08/2020,0.731
08/01/2020,50017,5,08/2020,0.803
08/01/2020,50019,5,08/2020,0.695
08/01/2020,50021,5,08/2020,0.844
08/01/2020,50023,5,08/2020,0.654
08/01/2020,50025,5,08/2020,0.859
08/01/2020,50027,5,08/2020,0.854
05/29/2020,51001,2,05/2020,0.924
05/29/2020,51003,2,05/2020,0.903
05/29/2020,51005,2,05/2020,0.699
05/29/2020,51007,2,05/2020,0.802
05/29/2020,51009,2,05/2020,0.829
05/29/2020,51011,2,05/2020,0.814
05/29/2020,51013,2,05/2020,0.937
05/29/2020,51015,2,05/2020,0.874
05/29/2020,51017,2,05/2020,0.735
05/29/2020,51019,2,05/2020,0.743
05/29/2020,51021,2,05/2020,0.606
05/29/2020,51023,2,05/2020,0.772
05/29/2020,51025,2,05/2020,0.833
05/29/2020,51027,2,05/2020,0.644
05/29/2020,51029,2,05/2020,0.846
05/29/2020,51031,2,05/2020,0.807
05/29/2020,51033,2,05/2020,0.89
05/29/2020,51035,2,05/2020,0.781
05/29/2020,51036,2,05/2020,0.86
05/29/2020,51036,2,05/2020,0.86
05/29/2020,51036,2,05/2020,0.86
05/29/2020,51036,2,05/2020,0.86
05/29/2020,51037,2,05/2020,0.743
05/29/2020,51041,2,05/2020,0.865
05/29/2020,51043,2,05/2020,0.894
05/29/2020,51045,2,05/2020,0.814
05/29/2020,51047,2,05/2020,0.866
05/29/2020,51049,2,05/2020,0.836
05/29/2020,51051,2,05/2020,0.71
05/29/2020,51053,2,05/2020,0.857
05/29/2020,51057,2,05/2020,0.723
05/29/2020,51059,2,05/2020,0.911
05/29/2020,51061,2,05/2020,0.905
05/29/2020,51063,2,05/2020,0.766
05/29/2020,51065,2,05/2020,0.872
05/29/2020,51067,2,05/2020,0.759
05/29/2020,51069,2,05/2020,0.878
05/29/2020,51071,2,05/2020,0.704
05/29/2020,51073,2,05/2020,0.958
05/29/2020,51075,2,05/2020,0.858
05/29/2020,51077,2,05/2020,0.723
05/29/2020,51079,2,05/2020,0.9
05/29/2020,51081,2,05/2020,0.839
05/29/2020,51083,2,05/2020,0.808
05/29/2020,51085,2,05/2020,0.818
05/29/2020,51087,2,05/2020,0.853
05/29/2020,51089,2,05/2020,0.72
05/29/2020,51091,2,05/2020,0.796
05/29/2020,51093,2,05/2020,0.846
05/29/2020,51095,2,05/2020,0.981
05/29/2020,51095,2,05/2020,0.981
05/29/2020,51095,2,05/2020,0.981
05/29/2020,51095,2,05/2020,0.981
05/29/2020,51097,2,05/2020,0.803
05/29/2020,51099,2,05/2020,0.719
05/29/2020,51101,2,05/2020,0.715
05/29/2020,51103,2,05/2020,0.856
05/29/2020,51105,2,05/2020,0.686
05/29/2020,51107,2,05/2020,0.936
05/29/2020,51109,2,05/2020,0.894
05/29/2020,51111,2,05/2020,0.792
05/29/2020,51113,2,05/2020,0.822
05/29/2020,51115,2,05/2020,0.95
05/29/2020,51117,2,05/2020,0.788
05/29/2020,51119,2,05/2020,0.891
05/29/2020,51121,2,05/2020,0.811
05/29/2020,51125,2,05/2020,0.868
05/29/2020,51127,2,05/2020,0.878
05/29/2020,51131,2,05/2020,0.873
05/29/2020,51133,2,05/2020,0.851
05/29/2020,51135,2,05/2020,0.843
05/29/2020,51137,2,05/2020,0.796
05/29/2020,51139,2,05/2020,0.686
05/29/2020,51141,2,05/2020,0.694
05/29/2020,51143,2,05/2020,0.702
05/29/2020,51145,2,05/2020,0.822
05/29/2020,51147,2,05/2020,0.794
05/29/2020,51149,2,05/2020,0.808
05/29/2020,51153,2,05/2020,0.871
05/29/2020,51155,2,05/2020,0.696
05/29/2020,51157,2,05/2020,0.881
05/29/2020,51159,2,05/2020,0.807
05/29/2020,51161,2,05/2020,0.812
05/29/2020,51163,2,05/2020,0.805
05/29/2020,51165,2,05/2020,0.765
05/29/2020,51167,2,05/2020,0.569
05/29/2020,51169,2,05/2020,0.68
05/29/2020,51171,2,05/2020,0.802
05/29/2020,51173,2,05/2020,0.597
05/29/2020,51175,2,05/2020,0.906
05/29/2020,51177,2,05/2020,0.9
05/29/2020,51179,2,05/2020,0.823
05/29/2020,51181,2,05/2020,0.97
05/29/2020,51183,2,05/2020,0.916
05/29/2020,51185,2,05/2020,0.57
05/29/2020,51187,2,05/2020,0.869
05/29/2020,51191,2,05/2020,0.634
05/29/2020,51193,2,05/2020,0.758
05/29/2020,51195,2,05/2020,0.801
05/29/2020,51197,2,05/2020,0.657
05/29/2020,51199,2,05/2020,0.948
05/29/2020,51510,2,05/2020,0.882
05/29/2020,51520,2,05/2020,0.625
05/29/2020,51530,2,05/2020,0.764
05/29/2020,51540,2,05/2020,0.908
05/29/2020,51550,2,05/2020,0.862
05/29/2020,51570,2,05/2020,0.785
05/29/2020,51580,2,05/2020,0.666
05/29/2020,51590,2,05/2020,0.661
05/29/2020,51600,2,05/2020,0.885
05/29/2020,51610,2,05/2020,0.923
05/29/2020,51620,2,05/2020,0.848
05/29/2020,51630,2,05/2020,0.92
05/29/2020,51640,2,05/2020,0.794
05/29/2020,51650,2,05/2020,0.889
05/29/2020,51660,2,05/2020,0.776
05/29/2020,51670,2,05/2020,0.775
05/29/2020,51678,2,05/2020,0.784
05/29/2020,51680,2,05/2020,0.825
05/29/2020,51683,2,05/2020,0.917
05/29/2020,51685,2,05/2020,0.887
05/29/2020,51690,2,05/2020,0.727
05/29/2020,51700,2,05/2020,0.917
05/29/2020,51710,2,05/2020,0.879
05/29/2020,51720,2,05/2020,0.842
05/29/2020,51730,2,05/2020,0.817
05/29/2020,51735,2,05/2020,0.909
05/29/2020,51740,2,05/2020,0.859
05/29/2020,51750,2,05/2020,0.77
05/29/2020,51760,2,05/2020,0.816
05/29/2020,51770,2,05/2020,0.792
05/29/2020,51775,2,05/2020,0.829
05/29/2020,51790,2,05/2020,0.876
05/29/2020,51800,2,05/2020,0.773
05/29/2020,51810,2,05/2020,0.88
05/29/2020,51820,2,05/2020,0.896
05/29/2020,51830,2,05/2020,0.986
05/29/2020,51840,2,05/2020,0.888
06/26/2020,53001,3,06/2020,0.8
06/26/2020,53003,3,06/2020,0.842
06/26/2020,53005,3,06/2020,0.841
06/26/2020,53007,3,06/2020,0.861
06/26/2020,53009,3,06/2020,0.971
06/26/2020,53011,3,06/2020,0.911
06/26/2020,53013,3,06/2020,0.809
06/26/2020,53015,3,06/2020,0.841
06/26/2020,53017,3,06/2020,0.844
06/26/2020,53019,3,06/2020,0.769
06/26/2020,53021,3,06/2020,0.822
06/26/2020,53023,3,06/2020,0.855
06/26/2020,53025,3,06/2020,0.807
06/26/2020,53027,3,06/2020,0.875
06/26/2020,53029,3,06/2020,0.909
06/26/2020,53031,3,06/2020,0.925
06/26/2020,53033,3,06/2020,0.915
06/26/2020,53035,3,06/2020,0.922
06/26/2020,53037,3,06/2020,0.851
06/26/2020,53039,3,06/2020,0.82
06/26/2020,53041,3,06/2020,0.727
06/26/2020,53043,3,06/2020,0.873
06/26/2020,53045,3,06/2020,0.873
06/26/2020,53047,3,06/2020,0.816
06/26/2020,53049,3,06/2020,0.775
06/26/2020,53051,3,06/2020,0.799
06/26/2020,53053,3,06/2020,0.812
06/26/2020,53055,3,06/2020,0.959
06/26/2020,53057,3,06/2020,0.83
06/26/2020,53059,3,06/2020,0.84
06/26/2020,53061,3,06/2020,0.912
06/26/2020,53063,3,06/2020,0.83
06/26/2020,53065,3,06/2020,0.842
06/26/2020,53067,3,06/2020,0.817
06/26/2020,53069,3,06/2020,0.819
06/26/2020,53071,3,06/2020,0.834
06/26/2020,53073,3,06/2020,0.869
06/26/2020,53075,3,06/2020,0.939
06/26/2020,53077,3,06/2020,0.883
07/06/2020,54001,4,07/2020,0.806
07/06/2020,54003,4,07/2020,0.69
07/06/2020,54005,4,07/2020,0.672
07/06/2020,54007,4,07/2020,0.6
07/06/2020,54009,4,07/2020,0.628
07/06/2020,54011,4,07/2020,0.662
07/06/2020,54013,4,07/2020,0.618
07/06/2020,54015,4,07/2020,0.643
07/06/2020,54017,4,07/2020,0.727
07/06/2020,54019,4,07/2020,0.546
07/06/2020,54021,4,07/2020,0.639
07/06/2020,54023,4,07/2020,0.6
07/06/2020,54025,4,07/2020,0.787
07/06/2020,54027,4,07/2020,0.855
07/06/2020,54029,4,07/2020,0.649
07/06/2020,54031,4,07/2020,0.706
07/06/2020,54033,4,07/2020,0.776
07/06/2020,54035,4,07/2020,0.738
07/06/2020,54037,4,07/2020,0.721
07/06/2020,54039,4,07/2020,0.752
07/06/2020,54041,4,07/2020,0.742
07/06/2020,54043,4,07/2020,0.668
07/06/2020,54045,4,07/2020,0.692
07/06/2020,54047,4,07/2020,0.646
07/06/2020,54049,4,07/2020,0.76
07/06/2020,54051,4,07/2020,0.753
07/06/2020,54053,4,07/2020,0.63
07/06/2020,54055,4,07/2020,0.598
07/06/2020,54057,4,07/2020,0.908
07/06/2020,54059,4,07/2020,0.73
07/06/2020,54061,4,07/2020,0.738
07/06/2020,54063,4,07/2020,0.774
07/06/2020,54065,4,07/2020,0.721
07/06/2020,54067,4,07/2020,0.685
07/06/2020,54069,4,07/2020,0.733
07/06/2020,54071,4,07/2020,0.67
07/06/2020,54073,4,07/2020,0.633
07/06/2020,54075,4,07/2020,0.726
07/06/2020,54077,4,07/2020,0.827
07/06/2020,54079,4,07/2020,0.777
07/06/2020,54081,4,07/2020,0.574
07/06/2020,54083,4,07/2020,0.712
07/06/2020,54085,4,07/2020,0.618
07/06/2020,54087,4,07/2020,0.703
07/06/2020,54089,4,07/2020,0.678
07/06/2020,54091,4,07/2020,0.805
07/06/2020,54093,4,07/2020,0.757
07/06/2020,54095,4,07/2020,0.724
07/06/2020,54097,4,07/2020,0.753
07/06/2020,54099,4,07/2020,0.585
07/06/2020,54101,4,07/2020,0.69
07/06/2020,54103,4,07/2020,0.8
07/06/2020,54105,4,07/2020,0.611
07/06/2020,54107,4,07/2020,0.658
07/06/2020,54109,4,07/2020,0.653
08/01/2020,55001,5,08/2020,0.421
08/01/2020,55001,5,08/2020,0.421
08/01/2020,55001,5,08/2020,0.421
08/01/2020,55001,5,08/2020,0.421
08/01/2020,55003,5,08/2020,0.766
08/01/2020,55005,5,08/2020,0.629
08/01/2020,55007,5,08/2020,0.787
08/01/2020,55009,5,08/2020,0.694
08/01/2020,55011,5,08/2020,0.683
08/01/2020,55013,5,08/2020,0.658
08/01/2020,55015,5,08/2020,0.695
08/01/2020,55017,5,08/2020,0.66
08/01/2020,55019,5,08/2020,0.53
08/01/2020,55021,5,08/2020,0.811
08/01/2020,55023,5,08/2020,0.655
08/01/2020,55025,5,08/2020,0.871
08/01/2020,55027,5,08/2020,0.586
08/01/2020,55029,5,08/2020,0.891
08/01/2020,55031,5,08/2020,0.822
08/01/2020,55033,5,08/2020,0.683
08/01/2020,55035,5,08/2020,0.679
08/01/2020,55037,5,08/2020,0.732
08/01/2020,55039,5,08/2020,0.566
08/01/2020,55041,5,08/2020,0.699
08/01/2020,55043,5,08/2020,0.615
08/01/2020,55045,5,08/2020,0.705
08/01/2020,55047,5,08/2020,0.603
08/01/2020,55049,5,08/2020,0.766
08/01/2020,55051,5,08/2020,0.766
08/01/2020,55053,5,08/2020,0.733
08/01/2020,55055,5,08/2020,0.697
08/01/2020,55057,5,08/2020,0.584
08/01/2020,55059,5,08/2020,0.744
08/01/2020,55061,5,08/2020,0.82
08/01/2020,55063,5,08/2020,0.787
08/01/2020,55065,5,08/2020,0.649
08/01/2020,55067,5,08/2020,0.671
08/01/2020,55069,5,08/2020,0.663
08/01/2020,55071,5,08/2020,0.478
08/01/2020,55073,5,08/2020,0.576
08/01/2020,55075,5,08/2020,0.737
08/01/2020,55077,5,08/2020,0.434
08/01/2020,55078,5,08/2020,0.546
08/01/2020,55079,5,08/2020,0.761
08/01/2020,55081,5,08/2020,0.744
08/01/2020,55083,5,08/2020,0.662
08/01/2020,55085,5,08/2020,0.738
08/01/2020,55087,5,08/2020,0.655
08/01/2020,55089,5,08/2020,0.72
08/01/2020,55091,5,08/2020,0.676
08/01/2020,55093,5,08/2020,0.699
08/01/2020,55095,5,08/2020,0.652
08/01/2020,55097,5,08/2020,0.468
08/01/2020,55099,5,08/2020,0.781
08/01/2020,55101,5,08/2020,0.705
08/01/2020,55103,5,08/2020,0.559
08/01/2020,55105,5,08/2020,0.741
08/01/2020,55107,5,08/2020,0.664
08/01/2020,55109,5,08/2020,0.712
08/01/2020,55111,5,08/2020,0.661
08/01/2020,55113,5,08/2020,0.683
08/01/2020,55115,5,08/2020,0.474
08/01/2020,55117,5,08/2020,0.584
08/01/2020,55119,5,08/2020,0.544
08/01/2020,55121,5,08/2020,0.768
08/01/2020,55123,5,08/2020,0.698
08/01/2020,55125,5,08/2020,0.764
08/01/2020,55127,5,08/2020,0.601
08/01/2020,55129,5,08/2020,0.633
08/01/2020,55131,5,08/2020,0.607
08/01/2020,55133,5,08/2020,0.619
08/01/2020,55135,5,08/2020,0.649
08/01/2020,55137,5,08/2020,0.542
08/01/2020,55139,5,08/2020,0.606
08/01/2020,55141,5,08/2020,0.477
,56001,8,,0.613
,56003,8,,0.51
,56005,8,,0.49
,56007,8,,0.732
,56009,8,,0.628
,56011,8,,0.596
,56013,8,,0.718
,56015,8,,0.519
,56017,8,,0.631
,56019,8,,0.506
,56021,8,,0.63
,56023,8,,0.559
,56025,8,,0.723
,56027,8,,0.463
,56029,8,,0.467
,56031,8,,0.578
,56033,8,,0.481
,56035,8,,0.605
,56037,8,,0.414
,56039,8,,0.587
,56041,8,,0.471
,56043,8,,0.572
,56045,8,,0.581
